Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
8899,09-09-2024,09-09-2024,09-09-2024 08:06,Bangalore,102,Robbery,37,F,Blunt Object,Property Crime,7,0,
8900,25-07-2025,22-07-2025,22-07-2025 08:16,Mumbai,100,Assault,35,M,Blunt Object,Violent Crime,6,1,05-08-2025
8901,15-06-2025,15-06-2025,15-06-2025 10:37,Bangalore,101,Theft,19,F,Other,Property Crime,3,1,02-07-2025
8902,15-12-2024,15-12-2024,15-12-2024 00:49,Bangalore,103,Homicide,40,F,Knife,Violent Crime,15,1,25-12-2024
8903,01-10-2024,29-09-2024,29-09-2024 12:34,Ahmedabad,103,Homicide,28,M,Knife,Violent Crime,15,0,
8904,27-06-2025,25-06-2025,25-06-2025 10:47,Bangalore,104,Cyber Crime,10,F,None,Other Crime,7,1,02-07-2025
8905,04-09-2024,02-09-2024,02-09-2024 16:12,Bangalore,100,Assault,25,M,Knife,Violent Crime,5,1,22-05-2025
8906,02-10-2024,01-10-2024,01-10-2024 13:53,Kolkata,101,Theft,29,F,Other,Property Crime,2,0,
8907,14-09-2024,14-09-2024,14-09-2024 02:33,Ahmedabad,101,Theft,30,M,Other,Property Crime,2,0,
8908,03-02-2025,31-01-2025,31-01-2025 07:46,Ahmedabad,104,Cyber Crime,28,F,None,Other Crime,4,1,27-07-2025
8909,16-12-2024,14-12-2024,14-12-2024 21:39,Pune,106,Kidnapping,64,M,None,Violent Crime,5,1,02-07-2025
8910,04-10-2024,02-10-2024,02-10-2024 10:07,Jaipur,106,Kidnapping,11,F,Blunt Object,Violent Crime,3,1,23-03-2025
8911,04-01-2025,02-01-2025,02-01-2025 12:34,Ludhiana,104,Cyber Crime,54,M,None,Other Crime,8,1,10-06-2025
8912,04-11-2024,04-11-2024,04-11-2024 08:11,Hyderabad,102,Robbery,21,F,Blunt Object,Property Crime,5,0,
8913,08-08-2024,08-08-2024,08-08-2024 17:56,Hyderabad,100,Assault,36,F,Knife,Violent Crime,2,0,
8914,17-01-2025,14-01-2025,14-01-2025 17:20,Delhi,100,Assault,38,M,Knife,Violent Crime,3,0,
8915,25-01-2025,25-01-2025,25-01-2025 03:23,Mumbai,101,Theft,24,M,None,Property Crime,3,0,
8916,24-07-2025,24-07-2025,24-07-2025 19:50,Ahmedabad,100,Assault,30,F,Knife,Violent Crime,5,0,
8917,28-08-2024,25-08-2024,25-08-2024 02:37,Pune,105,Vandalism,20,M,None,Property Crime,4,0,
8918,30-03-2025,28-03-2025,28-03-2025 18:45,Delhi,104,Cyber Crime,35,F,None,Other Crime,6,0,
8919,03-09-2024,01-09-2024,01-09-2024 20:52,Mumbai,105,Vandalism,36,F,None,Property Crime,6,1,12-07-2025
8920,26-04-2025,26-04-2025,26-04-2025 21:46,Chennai,100,Assault,20,M,Knife,Violent Crime,5,0,
8921,12-01-2025,12-01-2025,12-01-2025 23:00,Jaipur,101,Theft,33,M,None,Property Crime,2,0,
8922,14-02-2025,11-02-2025,11-02-2025 01:30,Delhi,101,Theft,43,M,None,Property Crime,2,0,
8923,17-07-2025,17-07-2025,17-07-2025 18:25,Ahmedabad,101,Theft,42,F,Other,Property Crime,5,1,21-07-2025
8924,23-05-2025,20-05-2025,20-05-2025 20:01,Chennai,100,Assault,23,M,Blunt Object,Violent Crime,2,1,26-07-2025
8925,05-07-2025,05-07-2025,05-07-2025 01:34,Mumbai,104,Cyber Crime,40,F,None,Other Crime,6,1,02-08-2025
8926,09-05-2025,08-05-2025,08-05-2025 01:51,Bangalore,107,Terrorism,30,F,Firearm,Violent Crime,20,1,25-07-2025
8927,28-07-2025,27-07-2025,27-07-2025 07:43,Jaipur,100,Assault,20,M,Knife,Violent Crime,7,0,
8928,06-06-2025,06-06-2025,06-06-2025 21:23,Mumbai,104,Cyber Crime,20,M,None,Other Crime,5,1,26-06-2025
8929,16-11-2024,15-11-2024,15-11-2024 17:44,Mumbai,107,Terrorism,40,F,Firearm,Violent Crime,20,1,15-01-2025
8930,07-02-2025,05-02-2025,05-02-2025 19:25,Bangalore,102,Robbery,25,F,Firearm,Property Crime,10,1,17-04-2025
8931,30-10-2024,29-10-2024,29-10-2024 12:28,Delhi,101,Theft,31,F,None,Property Crime,7,0,
8932,12-03-2025,12-03-2025,12-03-2025 15:46,Hyderabad,102,Robbery,49,F,Firearm,Property Crime,10,0,
8933,27-09-2024,27-09-2024,27-09-2024 19:40,Delhi,105,Vandalism,27,F,None,Property Crime,2,0,
8934,31-12-2024,30-12-2024,30-12-2024 14:51,Delhi,101,Theft,30,F,Other,Property Crime,3,1,29-06-2025
8935,25-02-2025,22-02-2025,22-02-2025 14:07,Pune,100,Assault,10,F,Knife,Violent Crime,3,1,20-06-2025
8936,31-08-2024,29-08-2024,29-08-2024 16:41,Mumbai,102,Robbery,38,F,Knife,Property Crime,5,1,20-09-2024
8937,05-10-2024,05-10-2024,05-10-2024 09:34,Delhi,100,Assault,24,M,Knife,Violent Crime,7,1,18-01-2025
8938,30-04-2025,29-04-2025,29-04-2025 15:36,Mumbai,101,Theft,22,M,None,Property Crime,3,0,
8939,18-05-2025,17-05-2025,17-05-2025 16:54,Bangalore,105,Vandalism,16,M,Other,Property Crime,7,0,
8940,17-05-2025,14-05-2025,14-05-2025 10:31,Ludhiana,102,Robbery,35,F,Firearm,Property Crime,10,0,
8941,06-11-2024,03-11-2024,03-11-2024 14:20,Delhi,104,Cyber Crime,10,F,None,Other Crime,5,0,
8942,09-12-2024,07-12-2024,07-12-2024 07:47,Chennai,104,Cyber Crime,37,F,None,Other Crime,5,0,
8943,10-12-2024,07-12-2024,07-12-2024 23:40,Bangalore,101,Theft,39,M,Other,Property Crime,4,0,
8944,14-08-2024,11-08-2024,11-08-2024 00:00,Delhi,100,Assault,35,M,Blunt Object,Violent Crime,8,1,14-08-2024
8945,06-07-2025,04-07-2025,04-07-2025 01:29,Bangalore,100,Assault,33,F,Blunt Object,Violent Crime,4,1,14-07-2025
8946,03-07-2025,02-07-2025,02-07-2025 23:17,Chennai,107,Terrorism,47,M,Firearm,Violent Crime,20,0,
8947,01-02-2025,01-02-2025,01-02-2025 19:34,Pune,107,Terrorism,38,F,Explosives,Violent Crime,20,0,
8948,23-11-2024,22-11-2024,22-11-2024 06:26,Bangalore,100,Assault,25,M,None,Violent Crime,4,1,11-03-2025
8949,07-10-2024,07-10-2024,07-10-2024 01:21,Chennai,102,Robbery,22,F,Firearm,Property Crime,10,1,07-07-2025
8950,02-04-2025,31-03-2025,31-03-2025 11:41,Hyderabad,102,Robbery,25,M,Knife,Property Crime,3,0,
8951,03-04-2025,02-04-2025,02-04-2025 11:00,Delhi,101,Theft,33,M,Other,Property Crime,2,1,10-07-2025
8952,14-11-2024,14-11-2024,14-11-2024 19:48,Hyderabad,100,Assault,22,F,Blunt Object,Violent Crime,3,1,05-07-2025
8953,17-01-2025,17-01-2025,17-01-2025 16:52,Chennai,102,Robbery,21,F,Firearm,Property Crime,10,1,28-05-2025
8954,16-03-2025,15-03-2025,15-03-2025 20:11,Mumbai,100,Assault,20,F,Knife,Violent Crime,3,0,
8955,25-04-2025,23-04-2025,23-04-2025 02:20,Bangalore,107,Terrorism,34,M,Explosives,Violent Crime,20,0,
8956,07-05-2025,06-05-2025,06-05-2025 00:40,Delhi,100,Assault,17,M,Blunt Object,Violent Crime,3,1,03-06-2025
8957,21-12-2024,20-12-2024,20-12-2024 01:43,Mumbai,101,Theft,36,F,None,Property Crime,3,1,16-04-2025
8958,19-02-2025,16-02-2025,16-02-2025 16:30,Delhi,100,Assault,10,F,Blunt Object,Violent Crime,8,0,
8959,06-02-2025,05-02-2025,05-02-2025 09:58,Kolkata,105,Vandalism,47,M,None,Property Crime,2,1,25-03-2025
8960,03-02-2025,02-02-2025,02-02-2025 03:42,Delhi,104,Cyber Crime,49,M,None,Other Crime,7,1,29-06-2025
8961,04-11-2024,01-11-2024,01-11-2024 21:18,Pune,102,Robbery,30,M,Knife,Property Crime,3,0,
8962,25-09-2024,22-09-2024,22-09-2024 13:46,Jaipur,106,Kidnapping,44,M,None,Violent Crime,3,0,
8963,16-06-2025,13-06-2025,13-06-2025 06:29,Mumbai,101,Theft,46,F,None,Property Crime,8,0,
8964,18-05-2025,16-05-2025,16-05-2025 20:45,Mumbai,105,Vandalism,33,F,Other,Property Crime,3,0,
8965,11-04-2025,08-04-2025,08-04-2025 10:27,Ahmedabad,107,Terrorism,48,F,Firearm,Violent Crime,20,1,22-07-2025
8966,13-07-2025,12-07-2025,12-07-2025 18:00,Bangalore,107,Terrorism,38,M,Explosives,Violent Crime,20,1,03-08-2025
8967,17-08-2024,14-08-2024,14-08-2024 23:40,Hyderabad,101,Theft,15,M,None,Property Crime,5,0,
8968,31-12-2024,30-12-2024,30-12-2024 00:51,Bangalore,100,Assault,33,M,None,Violent Crime,8,0,
8969,14-10-2024,11-10-2024,11-10-2024 22:29,Hyderabad,106,Kidnapping,23,M,None,Violent Crime,4,1,15-03-2025
8970,03-04-2025,02-04-2025,02-04-2025 03:46,Chennai,101,Theft,29,M,Other,Property Crime,2,0,
8971,08-07-2025,08-07-2025,08-07-2025 19:45,Ludhiana,104,Cyber Crime,27,M,None,Other Crime,8,0,
8972,19-01-2025,19-01-2025,19-01-2025 18:26,Hyderabad,104,Cyber Crime,30,M,None,Other Crime,8,0,
8973,12-02-2025,10-02-2025,10-02-2025 03:35,Hyderabad,102,Robbery,12,F,Blunt Object,Property Crime,8,0,
8974,09-07-2025,07-07-2025,07-07-2025 02:23,Ahmedabad,106,Kidnapping,38,F,None,Violent Crime,5,0,
8975,15-11-2024,14-11-2024,14-11-2024 03:37,Kolkata,104,Cyber Crime,28,F,None,Other Crime,4,1,23-02-2025
8976,06-12-2024,05-12-2024,05-12-2024 15:01,Mumbai,101,Theft,24,M,Other,Property Crime,4,1,23-07-2025
8977,22-08-2024,19-08-2024,19-08-2024 08:46,Delhi,105,Vandalism,32,F,Other,Property Crime,2,0,
8978,05-12-2024,04-12-2024,04-12-2024 23:35,Ludhiana,101,Theft,23,M,None,Property Crime,8,0,
8979,09-03-2025,08-03-2025,08-03-2025 00:04,Kolkata,104,Cyber Crime,48,F,None,Other Crime,8,1,31-07-2025
8980,02-11-2024,01-11-2024,01-11-2024 08:31,Kolkata,101,Theft,41,M,Other,Property Crime,6,0,
8981,04-11-2024,03-11-2024,03-11-2024 00:41,Ludhiana,103,Homicide,20,M,Firearm,Violent Crime,15,0,
8982,05-09-2024,05-09-2024,05-09-2024 00:02,Delhi,104,Cyber Crime,35,F,None,Other Crime,6,1,22-10-2024
8983,04-12-2024,04-12-2024,04-12-2024 03:21,Ludhiana,106,Kidnapping,22,F,Blunt Object,Violent Crime,3,1,20-12-2024
8984,23-01-2025,20-01-2025,20-01-2025 22:03,Hyderabad,104,Cyber Crime,19,M,None,Other Crime,7,1,30-03-2025
8985,28-03-2025,25-03-2025,25-03-2025 11:25,Ludhiana,103,Homicide,39,M,Firearm,Violent Crime,15,0,
8986,05-11-2024,04-11-2024,04-11-2024 22:51,Mumbai,101,Theft,34,M,Other,Property Crime,5,0,
8987,22-07-2025,20-07-2025,20-07-2025 11:46,Ahmedabad,100,Assault,32,F,None,Violent Crime,6,0,
8988,10-04-2025,10-04-2025,10-04-2025 03:48,Jaipur,101,Theft,38,F,None,Property Crime,2,1,29-04-2025
8989,15-02-2025,12-02-2025,12-02-2025 23:49,Bangalore,100,Assault,37,F,None,Violent Crime,7,0,
8990,06-09-2024,05-09-2024,05-09-2024 19:51,Mumbai,103,Homicide,34,M,Firearm,Violent Crime,15,0,
8991,07-09-2024,05-09-2024,05-09-2024 02:18,Mumbai,103,Homicide,32,F,Knife,Violent Crime,15,0,
8992,25-11-2024,25-11-2024,25-11-2024 20:44,Kolkata,106,Kidnapping,43,M,None,Violent Crime,2,1,08-06-2025
8993,21-01-2025,19-01-2025,19-01-2025 10:54,Mumbai,100,Assault,40,M,None,Violent Crime,2,0,
8994,13-04-2025,13-04-2025,13-04-2025 14:16,Delhi,104,Cyber Crime,38,F,None,Other Crime,8,0,
8995,26-09-2024,26-09-2024,26-09-2024 06:53,Bangalore,100,Assault,36,M,Blunt Object,Violent Crime,2,0,
8996,19-11-2024,17-11-2024,17-11-2024 06:27,Hyderabad,106,Kidnapping,67,M,Blunt Object,Violent Crime,5,0,
8997,13-12-2024,10-12-2024,10-12-2024 19:30,Bangalore,101,Theft,28,F,Other,Property Crime,4,0,
8998,26-03-2025,26-03-2025,26-03-2025 10:33,Bangalore,105,Vandalism,31,F,Other,Property Crime,3,0,
8999,21-03-2025,19-03-2025,19-03-2025 19:45,Bangalore,105,Vandalism,10,M,Other,Property Crime,3,0,
9000,21-01-2025,20-01-2025,20-01-2025 20:55,Delhi,100,Assault,10,M,Blunt Object,Violent Crime,6,0,
9001,24-01-2025,24-01-2025,24-01-2025 18:58,Bangalore,105,Vandalism,46,F,Other,Property Crime,2,0,
9002,11-04-2025,09-04-2025,09-04-2025 21:53,Kolkata,103,Homicide,50,F,Knife,Violent Crime,15,1,30-06-2025
9003,29-07-2025,27-07-2025,27-07-2025 00:08,Delhi,104,Cyber Crime,36,M,None,Other Crime,4,0,
9004,24-06-2025,21-06-2025,21-06-2025 12:39,Bangalore,101,Theft,25,F,Other,Property Crime,5,0,
9005,03-08-2025,31-07-2025,31-07-2025 01:45,Bangalore,102,Robbery,43,M,Firearm,Property Crime,10,0,
9006,10-05-2025,07-05-2025,07-05-2025 18:59,Kolkata,100,Assault,36,M,Blunt Object,Violent Crime,8,0,
9007,29-05-2025,26-05-2025,26-05-2025 06:48,Hyderabad,101,Theft,32,M,Other,Property Crime,4,0,
9008,03-10-2024,03-10-2024,03-10-2024 22:54,Mumbai,100,Assault,28,M,None,Violent Crime,2,1,19-03-2025
9009,26-04-2025,23-04-2025,23-04-2025 02:17,Hyderabad,101,Theft,35,M,None,Property Crime,2,0,
9010,17-07-2025,16-07-2025,16-07-2025 08:57,Hyderabad,100,Assault,33,M,Blunt Object,Violent Crime,4,1,22-07-2025
9011,14-12-2024,13-12-2024,13-12-2024 01:37,Kolkata,104,Cyber Crime,34,M,None,Other Crime,6,1,28-05-2025
9012,08-09-2024,08-09-2024,08-09-2024 02:50,Ahmedabad,106,Kidnapping,18,M,None,Violent Crime,8,0,
9013,06-09-2024,03-09-2024,03-09-2024 21:45,Delhi,104,Cyber Crime,50,F,None,Other Crime,6,0,
9014,13-10-2024,12-10-2024,12-10-2024 02:50,Bangalore,103,Homicide,20,M,Knife,Violent Crime,15,0,
9015,11-01-2025,09-01-2025,09-01-2025 18:21,Ludhiana,101,Theft,27,M,None,Property Crime,7,1,09-05-2025
9016,29-04-2025,28-04-2025,28-04-2025 07:52,Mumbai,103,Homicide,25,M,Poison,Violent Crime,15,0,
9017,27-09-2024,24-09-2024,24-09-2024 21:19,Ahmedabad,101,Theft,37,M,None,Property Crime,8,1,30-09-2024
9018,23-02-2025,21-02-2025,21-02-2025 13:18,Jaipur,107,Terrorism,11,M,Firearm,Violent Crime,20,0,
9019,31-10-2024,31-10-2024,31-10-2024 22:36,Ahmedabad,105,Vandalism,36,M,Other,Property Crime,5,1,18-11-2024
9020,04-06-2025,04-06-2025,04-06-2025 22:43,Delhi,101,Theft,21,M,Other,Property Crime,7,1,04-07-2025
9021,31-01-2025,29-01-2025,29-01-2025 15:03,Delhi,101,Theft,27,M,Other,Property Crime,2,1,12-02-2025
9022,28-09-2024,28-09-2024,28-09-2024 01:01,Delhi,107,Terrorism,21,M,Explosives,Violent Crime,20,1,27-10-2024
9023,05-12-2024,03-12-2024,03-12-2024 19:52,Bangalore,104,Cyber Crime,30,M,None,Other Crime,6,1,07-02-2025
9024,27-02-2025,27-02-2025,27-02-2025 22:15,Bangalore,101,Theft,26,M,Other,Property Crime,8,0,
9025,11-06-2025,10-06-2025,10-06-2025 18:19,Chennai,107,Terrorism,20,M,Explosives,Violent Crime,20,0,
9026,29-07-2025,27-07-2025,27-07-2025 03:44,Bangalore,101,Theft,41,M,None,Property Crime,3,1,03-08-2025
9027,21-05-2025,19-05-2025,19-05-2025 20:45,Hyderabad,101,Theft,18,M,Other,Property Crime,7,0,
9028,07-04-2025,04-04-2025,04-04-2025 02:54,Delhi,105,Vandalism,41,M,Other,Property Crime,4,1,12-04-2025
9029,14-09-2024,13-09-2024,13-09-2024 22:47,Delhi,102,Robbery,27,M,Blunt Object,Property Crime,5,0,
9030,24-04-2025,24-04-2025,24-04-2025 02:23,Pune,104,Cyber Crime,36,M,None,Other Crime,7,1,12-05-2025
9031,13-02-2025,10-02-2025,10-02-2025 08:23,Bangalore,101,Theft,33,M,None,Property Crime,3,0,
9032,07-05-2025,04-05-2025,04-05-2025 19:50,Jaipur,100,Assault,29,M,Knife,Violent Crime,8,0,
9033,26-04-2025,26-04-2025,26-04-2025 03:56,Mumbai,102,Robbery,35,F,Knife,Property Crime,2,0,
9034,02-06-2025,31-05-2025,31-05-2025 23:33,Delhi,107,Terrorism,39,M,Explosives,Violent Crime,20,0,
9035,05-02-2025,04-02-2025,04-02-2025 00:52,Chennai,101,Theft,20,M,None,Property Crime,3,1,22-02-2025
9036,25-11-2024,24-11-2024,24-11-2024 01:19,Bangalore,100,Assault,15,F,Knife,Violent Crime,4,0,
9037,15-01-2025,12-01-2025,12-01-2025 10:07,Hyderabad,102,Robbery,27,F,Knife,Property Crime,5,1,20-03-2025
9038,04-07-2025,03-07-2025,03-07-2025 21:35,Bangalore,102,Robbery,45,M,Blunt Object,Property Crime,6,0,
9039,08-08-2025,05-08-2025,05-08-2025 11:40,Kolkata,104,Cyber Crime,33,F,None,Other Crime,8,1,05-08-2025
9040,11-08-2024,11-08-2024,11-08-2024 21:19,Delhi,101,Theft,39,M,None,Property Crime,7,0,
9041,24-07-2025,23-07-2025,23-07-2025 13:34,Chennai,103,Homicide,39,M,Poison,Violent Crime,15,1,23-07-2025
9042,08-01-2025,05-01-2025,05-01-2025 09:24,Mumbai,100,Assault,11,M,Blunt Object,Violent Crime,8,0,
9043,11-11-2024,08-11-2024,08-11-2024 11:19,Chennai,100,Assault,23,M,None,Violent Crime,5,0,
9044,14-07-2025,12-07-2025,12-07-2025 21:10,Delhi,105,Vandalism,29,F,None,Property Crime,3,1,17-07-2025
9045,30-11-2024,27-11-2024,27-11-2024 13:09,Kolkata,101,Theft,28,F,None,Property Crime,7,0,
9046,17-09-2024,16-09-2024,16-09-2024 21:21,Bangalore,103,Homicide,33,M,Poison,Violent Crime,15,0,
9047,12-06-2025,12-06-2025,12-06-2025 10:22,Delhi,100,Assault,35,M,Knife,Violent Crime,8,1,27-07-2025
9048,26-05-2025,25-05-2025,25-05-2025 02:35,Bangalore,100,Assault,19,M,Knife,Violent Crime,6,1,27-06-2025
9049,20-02-2025,20-02-2025,20-02-2025 23:36,Delhi,100,Assault,41,M,Knife,Violent Crime,5,1,11-07-2025
9050,04-10-2024,04-10-2024,04-10-2024 07:12,Bangalore,106,Kidnapping,19,F,Blunt Object,Violent Crime,6,1,01-02-2025
9051,22-07-2025,22-07-2025,22-07-2025 23:16,Hyderabad,100,Assault,16,F,Blunt Object,Violent Crime,7,0,
9052,04-10-2024,02-10-2024,02-10-2024 11:46,Kolkata,102,Robbery,31,F,Blunt Object,Property Crime,2,0,
9053,06-11-2024,03-11-2024,03-11-2024 21:15,Ahmedabad,103,Homicide,35,F,Poison,Violent Crime,15,0,
9054,11-08-2024,09-08-2024,09-08-2024 01:28,Mumbai,100,Assault,17,F,None,Violent Crime,7,1,31-12-2024
9055,25-07-2025,24-07-2025,24-07-2025 06:56,Bangalore,104,Cyber Crime,34,M,None,Other Crime,3,0,
9056,25-07-2025,24-07-2025,24-07-2025 03:23,Mumbai,101,Theft,30,M,None,Property Crime,6,0,
9057,27-02-2025,25-02-2025,25-02-2025 00:30,Bangalore,105,Vandalism,25,M,None,Property Crime,8,1,30-04-2025
9058,12-10-2024,11-10-2024,11-10-2024 23:32,Delhi,102,Robbery,11,M,Firearm,Property Crime,10,1,18-12-2024
9059,15-02-2025,13-02-2025,13-02-2025 23:29,Jaipur,106,Kidnapping,36,M,None,Violent Crime,3,1,06-05-2025
9060,03-01-2025,03-01-2025,03-01-2025 21:23,Mumbai,103,Homicide,21,F,Knife,Violent Crime,15,0,
9061,13-01-2025,13-01-2025,13-01-2025 01:23,Kolkata,101,Theft,37,M,Other,Property Crime,5,1,25-06-2025
9062,31-05-2025,31-05-2025,31-05-2025 18:20,Mumbai,105,Vandalism,30,M,Other,Property Crime,2,1,31-05-2025
9063,03-02-2025,03-02-2025,03-02-2025 01:51,Delhi,101,Theft,21,F,Other,Property Crime,3,0,
9064,01-12-2024,28-11-2024,28-11-2024 11:56,Delhi,101,Theft,26,F,None,Property Crime,3,0,
9065,07-10-2024,04-10-2024,04-10-2024 07:37,Ahmedabad,101,Theft,25,M,None,Property Crime,3,0,
9066,15-04-2025,13-04-2025,13-04-2025 16:26,Jaipur,103,Homicide,41,M,Poison,Violent Crime,15,1,06-05-2025
9067,29-01-2025,27-01-2025,27-01-2025 16:24,Kolkata,102,Robbery,29,F,Firearm,Property Crime,10,0,
9068,23-08-2024,20-08-2024,20-08-2024 03:33,Jaipur,104,Cyber Crime,39,F,None,Other Crime,6,1,14-02-2025
9069,04-08-2025,04-08-2025,04-08-2025 18:46,Mumbai,103,Homicide,33,M,Poison,Violent Crime,15,1,05-08-2025
9070,12-09-2024,09-09-2024,09-09-2024 18:21,Hyderabad,102,Robbery,37,F,Blunt Object,Property Crime,8,1,16-10-2024
9071,07-07-2025,04-07-2025,04-07-2025 01:50,Delhi,100,Assault,28,F,None,Violent Crime,4,0,
9072,15-11-2024,15-11-2024,15-11-2024 16:57,Delhi,100,Assault,40,F,Blunt Object,Violent Crime,6,0,
9073,19-03-2025,18-03-2025,18-03-2025 03:45,Chennai,100,Assault,14,M,Knife,Violent Crime,4,0,
9074,18-08-2024,17-08-2024,17-08-2024 20:07,Kolkata,105,Vandalism,19,M,None,Property Crime,3,1,05-08-2025
9075,17-02-2025,16-02-2025,16-02-2025 10:39,Hyderabad,104,Cyber Crime,19,F,None,Other Crime,8,1,22-04-2025
9076,09-01-2025,06-01-2025,06-01-2025 01:46,Hyderabad,101,Theft,33,M,Other,Property Crime,4,1,07-07-2025
9077,20-10-2024,18-10-2024,18-10-2024 19:45,Mumbai,107,Terrorism,22,F,Firearm,Violent Crime,20,0,
9078,31-10-2024,28-10-2024,28-10-2024 20:50,Mumbai,104,Cyber Crime,23,M,None,Other Crime,5,1,16-11-2024
9079,15-12-2024,15-12-2024,15-12-2024 11:56,Pune,106,Kidnapping,26,M,Blunt Object,Violent Crime,5,1,09-02-2025
9080,08-12-2024,06-12-2024,06-12-2024 02:07,Hyderabad,102,Robbery,33,M,Knife,Property Crime,5,1,07-05-2025
9081,02-11-2024,31-10-2024,31-10-2024 20:31,Mumbai,105,Vandalism,25,M,None,Property Crime,6,1,06-03-2025
9082,08-01-2025,06-01-2025,06-01-2025 23:17,Delhi,104,Cyber Crime,36,M,None,Other Crime,2,1,09-01-2025
9083,14-12-2024,12-12-2024,12-12-2024 11:52,Delhi,107,Terrorism,32,F,Firearm,Violent Crime,20,0,
9084,26-10-2024,26-10-2024,26-10-2024 18:17,Hyderabad,102,Robbery,12,M,Knife,Property Crime,6,1,14-04-2025
9085,14-11-2024,11-11-2024,11-11-2024 20:20,Mumbai,107,Terrorism,36,F,Explosives,Violent Crime,20,0,
9086,19-08-2024,17-08-2024,17-08-2024 00:05,Bangalore,103,Homicide,41,M,Knife,Violent Crime,15,1,27-09-2024
9087,10-05-2025,10-05-2025,10-05-2025 20:14,Bangalore,107,Terrorism,29,F,Firearm,Violent Crime,20,1,26-07-2025
9088,09-01-2025,09-01-2025,09-01-2025 01:28,Mumbai,103,Homicide,11,M,Knife,Violent Crime,15,0,
9089,12-01-2025,11-01-2025,11-01-2025 13:49,Mumbai,100,Assault,36,M,None,Violent Crime,5,0,
9090,06-09-2024,04-09-2024,04-09-2024 18:09,Chennai,100,Assault,21,M,Blunt Object,Violent Crime,7,0,
9091,02-04-2025,31-03-2025,31-03-2025 07:54,Chennai,101,Theft,17,F,None,Property Crime,2,1,13-04-2025
9092,18-01-2025,17-01-2025,17-01-2025 02:12,Mumbai,104,Cyber Crime,36,F,None,Other Crime,7,1,24-01-2025
9093,14-10-2024,12-10-2024,12-10-2024 10:24,Delhi,104,Cyber Crime,36,M,None,Other Crime,6,1,06-04-2025
9094,31-03-2025,31-03-2025,31-03-2025 10:43,Delhi,107,Terrorism,41,F,Explosives,Violent Crime,20,0,
9095,14-09-2024,12-09-2024,12-09-2024 17:03,Pune,100,Assault,29,M,Knife,Violent Crime,2,0,
9096,13-03-2025,12-03-2025,12-03-2025 20:06,Bangalore,100,Assault,18,M,Knife,Violent Crime,3,1,24-03-2025
9097,22-11-2024,20-11-2024,20-11-2024 10:18,Mumbai,102,Robbery,32,M,Knife,Property Crime,5,0,
9098,26-10-2024,24-10-2024,24-10-2024 21:40,Mumbai,107,Terrorism,21,M,Firearm,Violent Crime,20,0,
9099,18-08-2024,18-08-2024,18-08-2024 13:08,Hyderabad,100,Assault,32,F,Knife,Violent Crime,2,0,
9100,28-12-2024,25-12-2024,25-12-2024 02:28,Kolkata,101,Theft,32,M,None,Property Crime,2,0,
9101,27-07-2025,27-07-2025,27-07-2025 20:29,Bangalore,107,Terrorism,16,F,Firearm,Violent Crime,20,0,
9102,10-02-2025,09-02-2025,09-02-2025 12:30,Bangalore,102,Robbery,29,M,Blunt Object,Property Crime,5,1,28-03-2025
9103,06-06-2025,06-06-2025,06-06-2025 01:47,Jaipur,107,Terrorism,54,F,Explosives,Violent Crime,20,0,
9104,06-02-2025,06-02-2025,06-02-2025 06:47,Bangalore,104,Cyber Crime,25,M,None,Other Crime,5,0,
9105,11-01-2025,10-01-2025,10-01-2025 23:50,Ahmedabad,104,Cyber Crime,21,M,None,Other Crime,3,0,
9106,26-10-2024,25-10-2024,25-10-2024 21:13,Mumbai,104,Cyber Crime,10,M,None,Other Crime,4,1,22-12-2024
9107,27-08-2024,26-08-2024,26-08-2024 14:49,Hyderabad,103,Homicide,37,F,Firearm,Violent Crime,15,0,
9108,27-01-2025,26-01-2025,26-01-2025 06:40,Mumbai,103,Homicide,30,M,Knife,Violent Crime,15,0,
9109,10-04-2025,08-04-2025,08-04-2025 00:45,Jaipur,104,Cyber Crime,34,F,None,Other Crime,2,0,
9110,06-08-2024,06-08-2024,06-08-2024 20:29,Mumbai,101,Theft,40,M,Other,Property Crime,3,0,
9111,13-01-2025,10-01-2025,10-01-2025 12:24,Bangalore,102,Robbery,43,M,Blunt Object,Property Crime,3,0,
9112,12-06-2025,11-06-2025,11-06-2025 14:04,Kolkata,101,Theft,20,M,Other,Property Crime,2,0,
9113,04-02-2025,03-02-2025,03-02-2025 15:22,Kolkata,103,Homicide,19,F,Poison,Violent Crime,15,0,
9114,26-03-2025,25-03-2025,25-03-2025 12:32,Ahmedabad,104,Cyber Crime,36,F,None,Other Crime,4,1,27-03-2025
9115,09-04-2025,07-04-2025,07-04-2025 19:20,Hyderabad,106,Kidnapping,16,M,None,Violent Crime,3,1,18-07-2025
9116,06-08-2024,06-08-2024,06-08-2024 08:55,Delhi,101,Theft,20,F,Other,Property Crime,2,0,
9117,22-01-2025,20-01-2025,20-01-2025 21:18,Hyderabad,105,Vandalism,17,F,Other,Property Crime,3,0,
9118,09-04-2025,06-04-2025,06-04-2025 19:46,Ahmedabad,102,Robbery,34,M,Firearm,Property Crime,10,0,
